user_id,payment_date,location,software_name,is_enterprise_customer,revenue_amount
dxqom3T235IdQJedyNkkvA==,2022-09-10,APAC,Main App,False,10
7HTa/PoR9zq2hwfi3HvqPg==,2022-11-06,APAC,Main App,True,10
9qeOGZMFKBEJIb3C62doNQ==,2022-07-17,USA,Marketing Automation,False,10
domTMgG3isCZNwujG6pgQA==,2023-01-24,APAC,Main App,False,10
lg8nMSuXkYq1XiRdPpwbAg==,2023-02-11,EMEA,Main App,False,15
v/jvOCJIHkRTZ3QDJNai6g==,2022-12-13,EMEA,Publishing,True,10
C3Uf3npw7z8OC4jFP4/bUQ==,2022-12-29,USA,Main App,False,10
HfeZdiYw97sQLI/1RzhpkA==,2023-03-31,APAC,Main App,False,10
+iMxzGLStyc5JuKPsje54w==,2023-04-17,APAC,Main App,False,10
eta8WROtgGk5SWjifG5tKg==,2023-05-29,USA,Marketing Automation,True,15
Tncb5xZBokTFOxuxJnTj3A==,2023-05-04,APAC,Customer Success,False,10
ZmjMhgyYl6o8iFq964FEWg==,2023-01-16,USA,Main App,True,10
c6C7OlLsAnRp+NyCjPvvWQ==,2022-12-01,APAC,Customer Success,False,10
407SLU8+PSGCjIZWWFBljQ==,2022-11-23,APAC,Customer Success,False,10
BRwyEzNnvd7vtr4BRjLUnQ==,2023-05-24,APAC,Customer Success,False,10
pW9UPCIw9Szp23kX+O8OgA==,2023-04-01,USA,Main App,True,10
omF221BxDxXFh233yUEVeQ==,2022-12-06,USA,Publishing,False,10
OrEx5rJ8fgGqV33rll+urw==,2022-06-15,USA,Customer Success,False,10
7Sw/xKJGsUY/W8YuCoPXhg==,2022-11-16,APAC,Customer Success,False,10
I6+7dmw5BDyaJGQL/8ixCg==,2022-10-20,USA,Main App,False,10
4dtZRcy36/aBqW7YDpWMvQ==,2023-04-04,APAC,Marketing Automation,True,10
+LoQzx/2kX3kh4Ca2bD6SQ==,2022-09-04,USA,Main App,False,10
hQWBeWgyTweWtgc4p6pyZA==,2023-01-10,APAC,Main App,True,15
bSRBloN8gDcfvt0t4wh+eg==,2023-04-24,USA,Marketing Automation,False,15
FnaqKQlPHm2pH1+S+K+Gfg==,2023-01-05,USA,Marketing Automation,False,10
zSQ87d1d6OTWWZqYOVhk4Q==,2022-07-31,USA,Customer Success,False,10
js+5sP1lWGxJjnxbCu0a0Q==,2023-01-23,USA,Publishing,False,15
t47ASAU3SOBtptB7CK2Bvg==,2022-10-30,EMEA,Publishing,False,10
vmyAT8PysthHT0KqhCP/9g==,2023-03-15,EMEA,Main App,False,10
omF221BxDxXFh233yUEVeQ==,2022-12-21,USA,Main App,False,10
Wg7a8gy73uJu8OS1THulHQ==,2023-03-27,USA,Marketing Automation,False,15
m7Hk77dySHBbxrKgro1Hjg==,2022-11-12,USA,Marketing Automation,False,10
5KI8H5h8B8+C56UlA4Q0zA==,2023-01-30,USA,Main App,False,10
cSZunXXPXp5TeTOe/2K82A==,2023-05-25,USA,Publishing,False,10
ueqHQKL3A3jaVuLuiZ8t9g==,2022-08-27,USA,Customer Success,True,10
BDnAi8vOWndfEeIA+UGUyw==,2023-05-19,APAC,Main App,False,10
Wi8qtp9drPDZD0laCPi2Ng==,2022-08-24,USA,Customer Success,True,10
sFm5Bs+RfzsJ/3CHkNm6rQ==,2023-01-24,EMEA,Publishing,False,10
oH/+X16hg5l8QaXtT01rkA==,2023-05-24,APAC,Customer Success,False,10
QZBYsoUQ3RwjD2YPLsJfjA==,2023-03-23,APAC,Customer Success,False,10
ITKgENgG3vIQCtWGPDgk7g==,2022-09-08,USA,Marketing Automation,False,10
bGoBSJ6v+ccByxe+74J+pw==,2023-01-08,EMEA,Publishing,True,10
MBEb+B7aqmOswie3QsZrKw==,2023-04-03,APAC,Customer Success,False,10
/ujWGeU/Fac/JxNGlhJ6jg==,2023-02-23,USA,Main App,False,10
HNlFBitilYEYWTyloLZuIQ==,2022-07-06,USA,Publishing,True,10
ND/V6VYfYZemnbV0/kYvsQ==,2023-01-12,APAC,Main App,False,10
AGE1X4XIX1ZLVj63otd65w==,2023-04-23,APAC,Customer Success,False,15
6z1HiQ1Qpco94jRh5fER8w==,2022-06-21,EMEA,Publishing,False,10
gxZPbCoYIu8slavUm05KGA==,2022-12-08,USA,Publishing,True,10
grYVKy5TipUEDBbz3aJDeQ==,2022-06-19,USA,Publishing,True,10
tiyhMGgzjIzZKBADk0oA7A==,2023-05-05,EMEA,Publishing,False,10
uMIOZ8ZGntkiFUvSleJ2+w==,2022-12-20,APAC,Customer Success,False,10
6ipBh7SPmBBGiuxQCIUYSQ==,2022-10-27,USA,Main App,False,10
NxDR3fYZEYukoBpj9bqNcA==,2023-04-27,APAC,Customer Success,False,10
efF6pFUEAd9KxsRqGHg0Og==,2022-09-16,APAC,Customer Success,False,10
t6T1ZKx5LzYg6IqrHPTkeA==,2022-12-10,USA,Marketing Automation,False,10
tD2weWNUHK1KXTXOrKnIhg==,2022-08-11,USA,Marketing Automation,False,20
Tp0U7sIK3/3pDodk5EdTFw==,2022-09-04,EMEA,Main App,False,10
cjAwQwy//1xm2O5pNRveqw==,2022-11-05,USA,Marketing Automation,True,20
gYlhffvx/Jm+cSYRiRkwcg==,2022-11-28,APAC,Main App,False,10
qmZRB16NnnCdNHWUcSyVDQ==,2022-12-04,USA,Marketing Automation,False,10
06RPvlsFPCmM9ag+iSM/Ag==,2022-06-16,USA,Marketing Automation,False,10
GN9M6xrNKHhnxBrLZgN1TA==,2022-11-15,APAC,Customer Success,True,10
C3uCaXK6EwxinHSGdxZFWA==,2022-11-02,APAC,Customer Success,False,10
5sNJuuG6nxhipeaLl9X+Ow==,2023-01-26,APAC,Customer Success,False,10
R6aBG9TzvghZNNmGufy5NQ==,2023-03-05,USA,Customer Success,False,10
eFOHEE/DKUvu7uOM57pCqQ==,2022-12-30,USA,Customer Success,True,10
GLZBuIyDEgmjWS9KyJzrdg==,2023-05-15,APAC,Customer Success,False,10
4hS4E+0bOEZH9QVNiqIgVg==,2022-08-25,USA,Marketing Automation,False,15
zY8b2wHUyz45CkSX4lutRQ==,2023-05-17,USA,Customer Success,False,10
dgBa9WGkPfw5k5+itQIC9w==,2022-06-23,USA,Marketing Automation,False,15
eta8WROtgGk5SWjifG5tKg==,2023-02-10,USA,Marketing Automation,True,15
ITKgENgG3vIQCtWGPDgk7g==,2023-04-29,USA,Main App,False,10
Yve8mzdCls+Qwbonw/yoeg==,2022-12-09,APAC,Customer Success,False,10
gLpneShp5FbwTXPD6RhNag==,2022-09-02,APAC,Customer Success,False,10
H//NdO+09AqQakRIBvwkaw==,2023-04-10,EMEA,Publishing,True,15
bu/uVXGENs83fUbSv+qZeQ==,2022-09-24,EMEA,Customer Success,False,10
+Awa0l8QDZ6iKBSRiA6dRQ==,2022-10-24,USA,Marketing Automation,False,10
zY8b2wHUyz45CkSX4lutRQ==,2023-03-30,USA,Publishing,False,10
xyo7PYFFYfQTI7vTLZuSAA==,2022-08-20,APAC,Customer Success,False,10
/3E0/5jAzuViZpv0c7/HBQ==,2023-04-26,USA,Marketing Automation,False,10
IVEii8HC+ntAAJZXeOYPeQ==,2022-12-31,USA,Customer Success,True,10
tu704qeFQxw5Jfw6rTgUsw==,2022-08-02,APAC,Customer Success,True,10
U+5bKTifcX7pT3yp62ZXhg==,2022-06-11,USA,Main App,True,10
H2XSbYqkymJHhITMvPRxmg==,2022-08-10,USA,Main App,True,10
OfQz1SD0xs/XF8HHg9N1jg==,2023-05-12,APAC,Main App,True,10
omF221BxDxXFh233yUEVeQ==,2023-02-14,USA,Main App,False,10
5wOaDTrJ8OfQJIggiHMdWQ==,2022-07-05,USA,Marketing Automation,True,10
0KL6dCSk6iMq0nucrRqXOA==,2023-05-24,APAC,Customer Success,False,10
oKLGTNuEKW70rLmudZaTGQ==,2023-01-23,USA,Marketing Automation,True,15
EmuZjED6w6rGtcmgpRjxCw==,2023-03-12,APAC,Customer Success,True,10
VTjzwiBU2laaLKPqW8SrLw==,2022-08-22,USA,Main App,True,10
RMtzGzwaQGYCJZnM5ALOtQ==,2023-01-02,EMEA,Main App,True,10
oTyHjL9A78753gPQCkur2g==,2023-04-14,APAC,Customer Success,True,10
AwXC12ZbdLov294cj7I3Og==,2022-11-25,APAC,Main App,True,10
wKzuuyn8gUDiKMtDUz6ITw==,2023-03-24,APAC,Customer Success,False,10
ZZzUFxi3zQB+gIidd8qaPQ==,2023-03-02,EMEA,Main App,False,10
b1xFcGFAwwsxkIlI58FMPw==,2022-11-27,APAC,Customer Success,False,10
IaIqxQGLtRj0OgXtZSXwew==,2022-08-17,USA,Marketing Automation,True,10
tTvaLrrtvgjZbkO8dCAfNg==,2022-07-30,APAC,Customer Success,False,10
XSs9X9R0Uy5IKwSUwSQR7g==,2022-07-22,USA,Publishing,False,10
Em0Eq65yYNqQTeAVluVZxw==,2022-09-05,USA,Marketing Automation,False,10
jQW6YmVUlZdePPY7F9NgMg==,2022-10-22,USA,Marketing Automation,False,10
1bWNCtLTS0UPggzQxZxIdg==,2023-03-29,APAC,Main App,True,10
/HOlDDT7oayaj5TQaAnqSw==,2023-02-11,USA,Publishing,True,10
E/YDzNvteYjUiKu/kvsYrw==,2023-02-13,APAC,Customer Success,False,10
K9/xTRBgPn/T7s7KH+K2DA==,2022-12-14,EMEA,Main App,True,10
DqezK7HAqZ+GovyRuzxD1A==,2022-07-04,USA,Marketing Automation,False,10
VKivqI/zo/N/u0pEyMQHmA==,2022-11-26,USA,Marketing Automation,True,15
vbsbTAxSsi4t8flmmTSALA==,2022-10-13,APAC,Customer Success,False,10
q8UcdT1sZCl07AqhDVz5ZA==,2022-10-26,USA,Customer Success,False,10
rDUTWsCgCqMUrcRE1dtwbQ==,2023-04-28,EMEA,Main App,True,15
y5J8sNyDYn/COw2PxING2g==,2023-02-27,APAC,Customer Success,False,10
uvUj3YOBga7Etm3Ipq83Sg==,2022-07-16,USA,Marketing Automation,True,20
/5VmdHIrsjQeFjsri1V14A==,2023-01-16,EMEA,Main App,True,10
yPgGkMl6/KiR5oYm9aLWsg==,2023-05-18,USA,Main App,False,15
lwSxjWywtngtjqO+Es3ZyA==,2023-04-18,APAC,Main App,False,10
wGSlsCB4cU3CkHXR6bRu1Q==,2022-10-26,USA,Publishing,True,15
7oHDXd2zjKPOb+/NBImekw==,2022-10-17,USA,Main App,False,10
poLbYLIoz0TyJpXkbWNoPg==,2022-09-08,USA,Marketing Automation,True,10
eX/t4jVWQYYPGYCs3v/K/g==,2022-12-02,APAC,Customer Success,False,10
EUsRzJe0JpOTo0TmC6MSPg==,2023-03-15,APAC,Publishing,True,10
S+4OKFlwA3L8VcjOt8TurA==,2022-06-25,USA,Marketing Automation,False,10
mC7Y7Ik41x/k+lOmtNsbcg==,2023-01-03,EMEA,Publishing,False,10
9Xwx7Ez5M9Lhv3Cwi1t9xA==,2023-05-22,APAC,Customer Success,False,10
71ax0BtAP1lDiUrBLczEKg==,2023-03-01,USA,Customer Success,False,10
PUkoimwdDPUe4XFJ7SKOMw==,2023-03-21,USA,Customer Success,True,10
1Zh7Ctp28+/jE+XKSi/8Nw==,2023-05-10,APAC,Customer Success,False,10
Rm9tbWwJk4MmtddKtwgrxw==,2022-06-12,USA,Marketing Automation,False,10
wuZ3nljMP44nhq+OL9b+Iw==,2023-04-14,EMEA,Publishing,False,10
koYmdeZVQRRTZMF3w5G+xw==,2023-01-03,USA,Publishing,True,10
qNlaOQEWPPbWHyBJueCmTw==,2023-04-11,APAC,Customer Success,False,10
F7io56ltyk+lop4SvDQ9Fw==,2023-05-06,APAC,Customer Success,False,15
EqMhQkw0MUFDKzUMIuwjZQ==,2022-07-05,EMEA,Marketing Automation,False,10
Ba5XYW1z45wM3mEydCRgtg==,2023-01-20,USA,Marketing Automation,True,15
ArsJTC/sxU/drDzvJ5KSEA==,2023-03-31,APAC,Customer Success,False,10
rALH+jAMrtUMfxQ2w8Lvww==,2023-02-08,APAC,Main App,True,10
zrmOGAR9ItGOk69RVmBmYQ==,2023-02-27,EMEA,Publishing,False,10
vMYiAzPMBkfufhiCWCIsmw==,2023-04-12,APAC,Customer Success,True,10
+XPKfmhBmI2NdGQ96Iaysg==,2022-07-02,USA,Marketing Automation,False,15
DaJcMWnoLR/xH3qh9PRjQw==,2022-10-18,APAC,Customer Success,False,10
iysApFbTz4t0yywlozrRLg==,2023-04-10,EMEA,Main App,False,10
YUX+7F0aatUDiyjxKldL4A==,2022-09-28,EMEA,Publishing,False,15
4JuUn4NIpoPXmB16JWaVSg==,2023-05-11,APAC,Main App,False,10
WZ/uZbTLivDbXS9jlBRXbw==,2022-08-10,APAC,Customer Success,False,10
6m79YgwQ3mJVWzxKHqI2FQ==,2022-06-24,USA,Publishing,False,10
VtatR5WjmLOdeasDv/olbg==,2022-11-19,APAC,Customer Success,True,10
daTewS67oxtMjKZFvK7IoA==,2022-12-02,EMEA,Publishing,False,10
lf9Z+z0P2DHxQTuBqjZ8NA==,2023-02-17,USA,Marketing Automation,True,15
MKWG+fRlQWX4aGM7T+ehhg==,2023-02-13,APAC,Main App,False,10
m26mzKIk9H/dSBYyts3/Eg==,2022-12-11,APAC,Marketing Automation,True,10
Hjd5KyB96Cgff4CL7UGvRA==,2023-01-18,USA,Publishing,False,10
UCDjdDiTmBtM6o5LHnW4aw==,2023-04-01,APAC,Customer Success,False,10
CGItWoT0qVeGW8Dnph68Wg==,2023-04-25,USA,Customer Success,True,10
Au7KKr1mkmkNJdKaMX7eKQ==,2022-08-07,USA,Marketing Automation,True,10
l4YezjBfDC6HqNNzzncMTg==,2023-04-21,USA,Main App,True,10
Tp0U7sIK3/3pDodk5EdTFw==,2022-10-23,EMEA,Publishing,False,10
Y0b/TIbg/7/vmw6pLifSxg==,2023-01-13,USA,Customer Success,False,10
WSQTlRZJRg4Rb+rqe56nJg==,2022-12-25,USA,Marketing Automation,False,10
k9L6zznll9d1DnfsH+BfzQ==,2023-05-21,USA,Main App,False,10
CefhYFL1V5wQlXwn0EJasQ==,2023-04-21,USA,Customer Success,True,10
Bzno9H6icze0c4MN9t1/rA==,2023-02-08,EMEA,Main App,True,10
x8WCUBgwK5GgfDtkPtLkXQ==,2023-05-15,APAC,Main App,False,10
CpKr5RuVTbnjXUCvg8Jw2Q==,2023-02-24,APAC,Customer Success,False,10
iBiblg4YlZ1+WEg3d1J/tw==,2022-11-03,APAC,Customer Success,False,10
T8MwKxlvcEjQtq8L7gg/Yg==,2023-03-31,USA,Main App,False,10
GJYpzNSEMZcLh1OF39ODgA==,2023-03-22,APAC,Customer Success,True,10
BTD3ZjLKfkT6ZRBT9zRwtg==,2022-12-28,USA,Marketing Automation,True,10
eTpvX3fjOyRqVhCbCpI3kg==,2023-03-31,USA,Main App,False,10
4AdPOf3EXZPCglPjyCQ6+A==,2022-07-04,USA,Main App,False,10
BCbYQ0ytGhl6Ks5j6Bo7qA==,2022-10-20,APAC,Customer Success,False,10
Ba5XYW1z45wM3mEydCRgtg==,2023-03-11,USA,Marketing Automation,True,10
0IeCgbzCDKWxPoqeDA9HKQ==,2023-05-15,USA,Publishing,False,10
YrqGO2E5O8oSGQh+0yHOzQ==,2023-01-20,USA,Customer Success,False,10
jlvj4vdc2SE/75a50wRwvg==,2022-08-21,USA,Marketing Automation,False,10
CE7uBhgT5obIZ9sJZyg0bA==,2023-01-20,APAC,Customer Success,True,10
K01GSAhcj0u2NGHJAQFwqQ==,2023-03-11,APAC,Publishing,False,15
tHxC7NK5WWlQ0DZjFb0GQA==,2023-03-24,USA,Marketing Automation,False,10
dW2OndZ7r2Bk4+KIkjU5fQ==,2023-04-27,EMEA,Main App,True,10
HGwkN/m8LvW1bNB2qZ1jrw==,2023-05-07,APAC,Customer Success,False,10
0HkYkR9YLh6ypjZ/Io5hMA==,2022-09-13,USA,Marketing Automation,True,10
VPbVgLlxDT+T4v96hm4BHg==,2023-02-28,EMEA,Publishing,False,20
xyBK0ABJ9VpYOz2xNNkxfw==,2022-10-13,USA,Marketing Automation,False,10
/EvDVeRedOQhoyld6v1+yg==,2023-04-01,EMEA,Publishing,True,10
vVHGHv5nhPThvZJHTO111Q==,2023-01-15,APAC,Customer Success,False,10
9LK0/CAKBBuSMn1Uiwp7+A==,2022-12-26,USA,Customer Success,True,10
Cqgo9sz07aIZYhVN70aanQ==,2023-03-22,APAC,Customer Success,True,10
DBqLPE1QWV9Xkm+eh0olaQ==,2023-03-29,APAC,Main App,False,10
UBivpNByjgfuEq4PXZ9ISQ==,2023-03-26,APAC,Customer Success,True,10
6FwLj0uob8/iZUT11RjLcg==,2023-03-16,APAC,Customer Success,False,10
mPoPy7A0wdmEt0ADu60Ukg==,2023-04-19,APAC,Main App,True,10
p05iSWse0oYW24HudsiFKQ==,2022-11-16,USA,Publishing,True,10
I5b2JU9Gu8+CEkmr6Roz5Q==,2023-03-14,APAC,Customer Success,True,10
jDdNlRJ1lE0erVGZtWi94w==,2023-01-16,USA,Main App,False,10
sxbRHNOHgnSPI9ytPt3Y6w==,2023-02-21,APAC,Customer Success,False,10
FgGJNZ48aQ6FZ34qWWYe4A==,2022-11-02,USA,Publishing,False,10
FJJ//iglVgfjtWHLDuC6gw==,2023-03-29,EMEA,Publishing,False,10
YQ0+rpoC7Ak8bJSviKWG9A==,2022-09-30,EMEA,Publishing,True,10
cG2A9OTBQhl1WgTlZc6/ow==,2023-02-14,APAC,Customer Success,False,10
jh2yKw27WMxo3uwMdnIdpw==,2022-10-31,USA,Main App,False,10
feYgv3PaqxofirWJRc0lDA==,2022-12-05,APAC,Main App,True,10
S6WF+rDe51w9rbiFDhOa1A==,2022-10-16,EMEA,Marketing Automation,True,20
QiwIZmbzY4Zk0X+vQYZkpg==,2022-09-20,USA,Main App,True,10
KyLQkzAkuni0kHdgTchfxA==,2022-11-07,APAC,Main App,False,10
CpYXGCLWJLXwOrPX7eVESg==,2023-03-25,APAC,Customer Success,True,10
oOm9Sel6JglyNYq/34E/eA==,2022-11-29,APAC,Customer Success,False,10
QW4xnYrF+v3jFRmqINx73Q==,2023-04-19,USA,Marketing Automation,False,15
R7ILg4hyxjTW/sCzv+vtvg==,2022-08-15,USA,Customer Success,False,10
64Kmhx9F1DBC0YCNVGBiiw==,2023-03-03,USA,Marketing Automation,False,15
1FeKUi1Wk30UPdCwqv0Q7A==,2023-03-17,APAC,Publishing,True,10
JgXfQgkbRHMfeRqrCoMsyA==,2023-02-11,APAC,Customer Success,True,10
Cd7M9+mxYa41xCnuRHFsTQ==,2022-11-24,EMEA,Marketing Automation,False,10
9kGbTh5GpbwlL96hqQj4Ew==,2022-09-15,APAC,Customer Success,False,10
k/TYy6Myc+zppDwH/RuifQ==,2022-09-29,USA,Marketing Automation,False,10
q8UcdT1sZCl07AqhDVz5ZA==,2022-09-23,USA,Marketing Automation,False,10
3H5jiFVIuBaum0/V+xk/ow==,2022-11-20,EMEA,Publishing,True,10
nTNk838W17DV+qtX3f7uEQ==,2022-07-19,USA,Publishing,False,10
O9aRUZqvUs6C49GT6d4B1g==,2022-10-17,USA,Main App,False,10
dXCcW0FeRx/3Y18HXmi2IA==,2023-05-30,EMEA,Main App,False,10
RTrEsxVF25YBuWzQVibOaw==,2023-02-28,USA,Marketing Automation,False,10
LZDtlNhi4YkvXjj8azOl/Q==,2023-04-27,APAC,Customer Success,True,10
emdJ0f7OTfXhXdbHNQG5Lg==,2022-11-03,APAC,Customer Success,True,10
zwrXg/dJh7/qoCN3WztHJA==,2023-03-28,EMEA,Customer Success,False,10
vWQDkUcQDbwNl0SuxX/0iw==,2023-02-01,APAC,Main App,False,10
RfcRcV/OPBc/WfTxZAVxmA==,2023-02-24,USA,Publishing,False,10
6We7zBO7mVbNxGEl/xPKVg==,2022-08-09,USA,Main App,True,10
9IWUQ1iWPfYSSN2tWuVqMQ==,2022-06-10,USA,Marketing Automation,False,10
yJf9AA3RHkGmXbxnpAiukA==,2023-05-21,EMEA,Main App,False,10
ojp4dGzMTNEwUhfdrv7++A==,2023-03-10,EMEA,Customer Success,True,10
TBVuEoI582sY1WAKxmS8lQ==,2023-02-28,APAC,Main App,False,10
BEtAJWeWfknYTceod1Un4A==,2023-02-27,USA,Marketing Automation,False,15
NkhCYVT0rExXg7AhstZg9A==,2022-10-23,APAC,Main App,False,10
UHM9Ccm1WSd/SDXEFgIsqA==,2023-04-07,EMEA,Marketing Automation,False,10
Mz4DA+HflZH/pKyY6aZg/w==,2023-04-23,EMEA,Customer Success,False,15
/Xu5zry9YZQcBM0Y1RNyxA==,2023-05-24,APAC,Customer Success,True,10
woOwScyTh9+gttZN+kTh3w==,2023-05-07,USA,Marketing Automation,True,15
CSoFHDIqbFFCMvnJ/j1aLA==,2022-10-26,EMEA,Publishing,True,10
gTXanb1LgCGaMrhBNSjz3Q==,2023-04-06,APAC,Customer Success,False,10
VTjzwiBU2laaLKPqW8SrLw==,2023-05-17,USA,Marketing Automation,True,15
GOl6BQXsy0zvbvIWIoKEQw==,2022-08-17,USA,Main App,False,15
qUEnygSshihqI3+RrdReNw==,2022-12-17,EMEA,Customer Success,False,10
nfDr703nks3kzZJJBfZzGQ==,2022-11-26,USA,Customer Success,False,10
VqTuNIFdffAFA3/nSULjqA==,2022-12-15,APAC,Customer Success,False,10
nU+0OdjEJR8vuu5+hOFiZA==,2022-10-19,APAC,Customer Success,False,10
/noAET2RPY1aaLiwcjVx+A==,2022-11-30,APAC,Main App,True,10
fLp+7W34NECNMYcCWDPTVQ==,2023-03-27,APAC,Main App,True,10
4yHtj9wVG0Fnp6xmbOt/fA==,2022-11-28,EMEA,Publishing,False,10
LRGHrd/KteMZX/twvb9mlA==,2022-12-20,APAC,Main App,True,10
9LK0/CAKBBuSMn1Uiwp7+A==,2023-02-16,USA,Marketing Automation,True,10
nNZDz4XCOjUv0OfYF+AAGg==,2023-01-04,USA,Marketing Automation,True,10
mcbWtEz8ADI9GXCi1lfaSA==,2022-12-10,USA,Main App,True,10
pxuvc6Cy2xLJmbOcNUWI2g==,2023-01-28,USA,Publishing,True,15
m3f532Z6Gz42dHFjyb/k7A==,2022-08-31,APAC,Customer Success,False,10
1NIRnVJ14ODBgTTCfIph8g==,2023-01-31,APAC,Customer Success,False,10
dy7sQWQuOVj27uQ45sTe9Q==,2022-11-26,USA,Main App,True,10
AvyE/b5oOylbTInIkRBgBg==,2022-12-22,APAC,Customer Success,False,10
7oAYLVQntm/fn70wUEfytg==,2022-10-26,USA,Main App,True,10
Yg9xXrAjEaWvPLVZBMxVBw==,2023-05-20,APAC,Main App,False,10
vlQttYmduKbZuzPiiJeorg==,2023-05-10,USA,Main App,False,10
W5YOHvBaw5wr4m6MBz3+XQ==,2023-03-24,EMEA,Marketing Automation,False,10
vBBeTzngKhpuTBl1+DseGw==,2023-05-26,APAC,Customer Success,False,10
LSsra29pQ3/MPbDN/huUjw==,2023-01-04,EMEA,Publishing,False,10
27dM104nyfa5BRunG6nKTQ==,2022-12-18,USA,Marketing Automation,True,10
bSRBloN8gDcfvt0t4wh+eg==,2023-04-25,USA,Main App,False,15
q3wvUzcGUtYfcjBZYMzx5A==,2023-05-11,EMEA,Publishing,False,10
GkRrmRSrMEQTsBZuTFHwCg==,2022-11-09,USA,Marketing Automation,False,10
ULgqMg75O2//jJDYwHME6A==,2022-10-24,APAC,Customer Success,False,10
EVpXqhs3q+7ULLs9eP77mg==,2023-04-22,USA,Marketing Automation,False,10
vThq4dDVU4OCqBkvT2vaGg==,2023-04-30,USA,Marketing Automation,False,10
BTD3ZjLKfkT6ZRBT9zRwtg==,2022-06-30,USA,Marketing Automation,True,10
gFEQySs0k+zNnVYvq9W7Mg==,2022-08-13,APAC,Main App,True,10
Kcn/juFxlBoaSmDbtfsuRQ==,2022-10-05,USA,Marketing Automation,True,10
Cqgo9sz07aIZYhVN70aanQ==,2023-05-11,APAC,Customer Success,True,10
jg0uMMC/z9OtQpKOJfSaCA==,2023-02-08,USA,Main App,True,10
7Z74dCH46ENkXQghODOJ8g==,2023-01-25,EMEA,Marketing Automation,True,10
J4RssbnxjSOcU1RdYk0yvw==,2023-05-30,USA,Main App,False,15
CzW6v7n8IcWUfv2AXylD0A==,2022-09-30,APAC,Customer Success,False,10
WFIQa+MAqJjx02/V99PZkg==,2022-12-22,APAC,Customer Success,False,10
DBqLPE1QWV9Xkm+eh0olaQ==,2023-05-04,APAC,Customer Success,False,10
a6pGbEUg0qyTIlp5WUVtXQ==,2023-04-24,EMEA,Marketing Automation,True,15
6bvaPies7/u6HncR4SQzTg==,2023-05-04,USA,Marketing Automation,False,10
vVHGHv5nhPThvZJHTO111Q==,2023-03-15,APAC,Customer Success,False,10
wH/xTWadrwEF8hKN79LScg==,2023-03-29,EMEA,Publishing,False,10
ciI3Yre58cNHPoniQjUoEA==,2022-11-02,EMEA,Publishing,False,10
KXnTVN5NhNC2GfisrL+o9A==,2022-06-13,USA,Marketing Automation,False,15
/n2gDnojsXrfUWOUWCfr7w==,2023-03-03,USA,Marketing Automation,False,10
b+kne0KU4nnFZT55GTTS2Q==,2023-03-26,EMEA,Customer Success,False,10
Jc4Qcb+zRAKQn5WPC15VLg==,2022-09-20,USA,Marketing Automation,True,10
0mgAhVf4gRgFzkO0TWN1DQ==,2022-08-22,USA,Main App,False,10
+G4mcwGp5isnUxE3qkHi6g==,2022-08-30,APAC,Customer Success,False,15
B4b6v6eUHvAVOeAQk6EEiw==,2022-07-24,USA,Marketing Automation,True,15
hGjnb3Fq+6qSiwvnOE4BRA==,2022-11-25,APAC,Customer Success,True,10
sKvxs/XOdsi/dt5aw+mx8w==,2023-05-09,USA,Marketing Automation,False,20
R4j7l4GikUBU3Bhl9cxFdw==,2022-12-20,APAC,Customer Success,True,10
knGpPCnoaE+VTVWYJWUY1A==,2023-05-26,APAC,Main App,True,10
SyWxmJ+Ha8K2C9UJt8blVA==,2023-02-13,USA,Main App,False,10
nxOYoIcjDYkhHgA1yJAYZw==,2023-03-14,APAC,Customer Success,False,10
G+PCL1Jo+k4D3zpLGa3+aQ==,2022-11-25,USA,Marketing Automation,True,10
25eAG3e/ZYPxfAf2/JU9OA==,2023-02-17,USA,Publishing,True,10
gFV6e0062vCPNcLrE7A0JA==,2023-04-02,EMEA,Main App,False,10
e/6IajqZ922YY1rh2ErMJQ==,2022-12-18,USA,Main App,False,10
2ZToCf0JyssW8Z7UeiklPA==,2023-03-14,APAC,Customer Success,True,10
OZvuQ1ds9e27lNkqwM1jkA==,2023-01-13,EMEA,Main App,False,10
n0Sud/YTQWMA/7rn29M2qQ==,2023-05-12,EMEA,Marketing Automation,False,10
lmpHVTdSGNLjd/os5AVgTg==,2022-11-02,USA,Main App,False,10
aMOBjlEpcw6VVS9BOWnWRw==,2023-04-29,EMEA,Customer Success,False,10
LTm8Sv97ssk7i/4nc4GqFg==,2022-12-07,USA,Customer Success,False,10
ZpOFrR7HHTJD32kGruLxKA==,2023-04-27,APAC,Main App,True,10
Ba5XYW1z45wM3mEydCRgtg==,2023-02-04,USA,Main App,True,10
ayP9ezCSXhaR9+nvBSo54Q==,2022-09-26,EMEA,Marketing Automation,True,10
Vuy93vyTxbk/NLbfixrxIA==,2023-03-19,EMEA,Publishing,False,10
ZYiZFou8luaPSmYDQedpyg==,2022-08-02,USA,Marketing Automation,False,20
bir35N2zMoXjUDxIGNYweg==,2022-10-21,USA,Marketing Automation,True,10
3ql5q6FwHFtnamHvQzkFQQ==,2023-05-13,USA,Marketing Automation,False,10
M0kCGXbYIAUgD6XZtyq/YA==,2023-03-24,APAC,Main App,False,10
RyPrCmszMFWWlYuTJ9wQ0g==,2023-05-05,EMEA,Marketing Automation,False,10
OWvyhX5B+YYz6lgH9lYffQ==,2022-09-18,USA,Marketing Automation,False,10
